python,django,react,rest_api,mysql,docker,aws,git,javascript,html,css,experience,projects,certifications,education,ats_score,label
1,0,0,0,1,0,0,1,0,1,0,5,8,1,1,51,Highly Suitable
0,0,0,1,0,0,1,0,0,0,0,1,4,3,2,80,Needs Improvement
0,0,1,1,1,0,0,0,0,1,0,4,5,3,0,91,Suitable
0,0,0,1,0,1,0,1,0,0,0,2,7,3,0,40,Needs Improvement
0,1,1,0,1,1,1,1,0,0,0,8,2,1,0,82,Highly Suitable
0,0,0,1,1,1,0,1,0,0,1,3,1,1,2,72,Suitable
1,0,0,1,1,0,1,0,0,1,0,6,5,1,1,44,Highly Suitable
1,1,0,1,0,0,0,1,0,0,1,7,6,1,1,48,Highly Suitable
0,0,0,0,1,1,0,1,1,1,0,6,3,1,1,75,Highly Suitable
0,0,0,1,0,0,1,0,1,1,1,1,7,3,0,30,Suitable
0,1,0,0,1,1,0,0,0,1,1,2,7,4,2,94,Highly Suitable
1,1,0,1,0,1,1,0,0,1,1,8,0,2,1,54,Highly Suitable
0,0,1,0,1,0,0,1,1,1,0,5,5,1,2,91,Highly Suitable
0,0,1,0,0,1,0,0,1,1,1,8,6,2,0,28,Highly Suitable
1,1,1,0,1,1,1,1,0,0,1,1,1,3,0,56,Suitable
0,0,1,0,0,1,0,0,0,1,1,8,2,3,1,73,Highly Suitable
0,1,0,0,0,0,1,1,1,1,1,8,8,3,1,58,Highly Suitable
0,1,0,1,0,1,1,1,0,0,1,4,7,1,2,40,Highly Suitable
1,0,0,0,0,0,0,0,1,0,1,4,5,1,0,91,Needs Improvement
1,1,0,1,1,0,1,0,0,1,1,2,7,2,0,20,Highly Suitable
1,1,1,1,0,1,1,0,1,0,0,8,1,2,0,71,Highly Suitable
0,1,1,0,1,0,0,0,1,0,0,1,8,3,2,31,Highly Suitable
1,0,1,1,0,1,1,0,1,1,1,5,0,2,1,64,Highly Suitable
1,0,0,1,1,1,1,0,1,1,0,1,2,1,1,80,Highly Suitable
1,0,1,0,0,1,1,1,0,1,0,3,2,3,1,90,Highly Suitable
0,1,1,1,1,0,0,0,0,1,1,7,1,5,2,56,Highly Suitable
0,1,0,0,0,1,1,0,1,1,1,4,7,5,0,67,Highly Suitable
0,1,0,0,0,1,1,0,1,0,0,4,5,3,2,65,Suitable
1,1,0,0,0,0,0,1,1,1,1,5,1,4,2,65,Highly Suitable
0,0,1,1,1,1,1,0,0,0,0,8,3,1,2,98,Highly Suitable
0,1,1,0,0,0,0,1,1,1,1,2,7,4,2,63,Highly Suitable
1,0,0,0,0,0,0,1,0,0,0,1,6,5,0,29,Not Suitable
1,1,0,0,0,0,0,1,0,1,0,1,4,5,0,32,Needs Improvement
0,0,0,1,0,0,0,1,1,1,0,8,3,4,2,28,Suitable
0,0,0,1,0,0,0,0,1,1,0,7,1,1,1,68,Suitable
0,0,1,0,1,0,1,0,0,1,1,4,8,5,0,30,Suitable
1,0,1,1,1,1,1,0,1,1,1,3,1,3,2,67,Highly Suitable
0,1,0,1,1,0,0,0,1,1,0,2,1,2,0,63,Needs Improvement
1,0,0,1,1,1,1,1,1,1,1,7,8,2,0,78,Highly Suitable
0,1,1,1,0,0,0,0,0,0,1,0,2,3,2,61,Needs Improvement
1,0,0,1,1,0,1,1,1,1,1,8,8,0,0,75,Highly Suitable
1,1,1,1,1,1,0,0,0,1,0,7,6,1,1,69,Highly Suitable
0,1,1,1,0,0,1,1,1,1,1,4,5,0,0,95,Highly Suitable
0,1,1,0,1,1,0,1,1,1,1,5,0,5,0,51,Highly Suitable
1,0,0,1,0,1,0,0,1,0,1,6,8,3,1,22,Highly Suitable
0,1,1,1,1,0,1,0,0,1,1,8,5,1,2,58,Highly Suitable
1,0,1,0,0,1,1,0,1,1,0,1,1,4,1,54,Suitable
1,1,0,1,0,1,1,1,1,0,1,6,4,4,2,78,Highly Suitable
0,0,0,1,0,1,1,1,0,0,1,7,2,1,0,58,Highly Suitable
1,1,0,0,1,1,1,0,1,0,1,3,1,1,0,23,Suitable
1,1,1,1,1,0,0,0,1,0,0,4,4,5,2,42,Highly Suitable
0,1,0,0,0,1,1,0,1,1,0,6,2,1,0,93,Highly Suitable
0,1,1,0,0,0,1,1,1,0,1,3,2,0,0,47,Suitable
1,1,1,0,1,1,0,1,1,1,0,4,2,2,1,67,Highly Suitable
0,0,0,0,1,1,1,1,0,0,1,6,0,3,1,58,Suitable
0,1,0,0,1,1,1,0,1,0,1,7,6,2,2,74,Highly Suitable
0,1,0,1,1,1,1,0,0,0,1,2,0,3,0,100,Highly Suitable
1,0,0,0,0,0,1,1,1,1,0,4,2,5,2,61,Highly Suitable
0,0,1,1,0,1,1,0,0,0,0,1,7,1,1,41,Needs Improvement
1,1,1,0,0,1,0,0,0,1,1,7,1,1,2,46,Highly Suitable
1,1,1,1,0,1,0,0,1,0,1,2,6,1,0,57,Highly Suitable
0,1,0,1,1,0,0,1,0,1,1,3,6,5,1,96,Highly Suitable
0,0,0,0,1,0,1,1,0,0,1,8,6,2,1,67,Highly Suitable
0,0,1,0,1,1,1,0,0,1,1,2,4,0,1,25,Needs Improvement
1,1,1,1,1,1,1,1,1,0,1,7,2,4,2,76,Highly Suitable
0,0,0,0,0,0,1,1,0,1,1,1,7,0,1,65,Suitable
1,1,1,0,0,0,1,0,0,1,0,2,8,2,2,94,Highly Suitable
0,0,1,0,0,1,0,1,0,1,0,6,5,4,0,61,Suitable
0,0,1,1,1,1,0,1,0,1,1,2,3,0,2,56,Suitable
0,0,1,0,1,1,0,0,1,0,0,3,2,3,1,56,Suitable
0,0,1,1,1,1,0,1,0,1,0,7,7,3,1,54,Highly Suitable
1,0,1,1,0,1,1,0,0,1,1,3,2,3,2,100,Highly Suitable
0,1,1,1,0,1,1,0,0,1,0,8,6,2,2,26,Highly Suitable
0,0,0,1,1,0,1,1,1,1,0,8,0,0,2,79,Highly Suitable
0,1,0,0,1,1,1,1,1,1,1,2,3,1,0,97,Highly Suitable
0,1,0,0,1,0,0,0,1,1,1,7,4,4,2,66,Highly Suitable
1,0,0,0,0,0,0,0,0,0,0,7,2,5,0,75,Suitable
0,0,1,1,0,1,1,0,0,0,0,7,7,3,0,77,Highly Suitable
0,0,1,1,0,1,0,0,1,1,1,8,4,0,1,71,Highly Suitable
1,0,0,0,1,1,0,1,1,1,0,7,5,3,2,75,Highly Suitable
0,1,0,1,1,1,0,0,1,1,0,4,6,3,2,66,Highly Suitable
0,0,1,0,1,0,0,0,0,1,0,6,7,2,0,46,Suitable
0,0,1,1,1,0,0,0,0,1,1,1,3,0,2,48,Suitable
1,1,1,0,1,0,0,0,1,1,0,1,1,4,0,84,Suitable
0,0,0,1,0,1,1,1,0,0,1,5,2,0,0,76,Suitable
0,0,1,1,1,0,0,1,1,1,1,3,2,4,1,49,Suitable
1,1,1,1,1,0,1,0,0,0,0,5,5,3,0,75,Highly Suitable
1,0,0,0,1,1,1,1,1,1,0,4,8,4,0,71,Highly Suitable
0,1,1,1,0,1,0,0,1,1,0,8,8,2,0,31,Highly Suitable
1,1,0,0,0,1,0,1,1,0,0,5,4,5,2,65,Highly Suitable
0,0,1,1,0,1,1,0,0,1,1,4,2,5,1,86,Highly Suitable
0,1,0,1,1,0,0,1,1,0,0,0,6,1,1,47,Suitable
0,1,1,1,1,1,1,1,1,1,0,2,8,1,1,78,Highly Suitable
0,0,1,1,0,0,1,0,1,0,0,5,4,0,2,39,Suitable
1,1,1,1,1,1,0,0,0,1,0,4,4,1,0,82,Highly Suitable
0,1,0,0,1,1,1,1,1,1,1,2,2,4,2,78,Highly Suitable
1,0,1,0,1,1,0,1,1,0,1,4,1,1,2,23,Highly Suitable
1,0,0,0,0,0,1,0,0,0,0,4,3,1,2,94,Suitable
0,1,1,0,1,0,1,1,0,1,0,8,5,3,1,31,Highly Suitable
0,0,1,0,0,1,0,0,1,1,0,0,5,1,0,27,Not Suitable
1,0,1,0,1,1,1,1,0,0,0,3,3,3,2,84,Highly Suitable
0,1,0,1,1,1,0,1,0,1,0,0,4,4,2,32,Suitable
0,1,1,1,0,0,0,1,0,0,1,8,7,0,0,79,Highly Suitable
1,0,0,0,1,1,1,1,1,0,1,0,2,5,2,92,Highly Suitable
1,0,1,0,0,1,1,0,1,1,1,7,4,1,2,61,Highly Suitable
0,1,1,0,0,0,1,0,0,0,1,8,7,3,2,30,Highly Suitable
0,0,1,0,1,1,1,1,0,0,0,7,5,1,1,21,Suitable
0,1,1,0,0,1,0,0,1,1,0,4,7,5,2,97,Highly Suitable
0,0,1,0,1,1,0,0,0,0,0,1,2,2,2,49,Suitable
1,0,0,1,1,0,1,0,1,1,1,4,1,5,2,79,Highly Suitable
1,0,0,0,1,1,1,1,0,1,0,5,1,4,0,48,Highly Suitable
0,0,0,0,1,1,0,0,0,1,1,0,5,2,0,33,Needs Improvement
0,1,0,1,0,0,1,0,1,0,0,0,0,3,1,28,Needs Improvement
0,1,0,1,1,0,0,0,0,1,1,6,1,4,1,49,Highly Suitable
0,1,1,1,1,0,1,0,1,1,0,1,1,0,2,28,Highly Suitable
0,0,1,1,1,1,1,0,0,0,0,0,2,2,2,75,Highly Suitable
1,1,0,0,1,1,1,1,1,0,0,0,3,4,2,26,Highly Suitable
1,0,0,0,0,1,0,1,1,1,1,4,6,2,0,33,Suitable
0,1,0,0,0,0,1,0,0,1,1,6,3,3,0,20,Suitable
0,0,1,0,0,0,1,1,0,1,0,0,3,1,1,42,Needs Improvement
1,0,1,0,0,0,0,0,1,0,0,2,6,5,0,63,Suitable
1,1,0,1,1,0,1,0,0,0,0,3,3,4,1,67,Highly Suitable
1,0,0,0,1,0,1,0,0,1,0,8,7,1,2,30,Highly Suitable
0,0,1,1,1,1,0,1,1,1,1,7,4,4,1,94,Highly Suitable
0,0,0,0,1,0,1,0,1,1,1,2,5,2,2,30,Needs Improvement
0,1,1,1,0,0,1,1,1,1,1,6,6,2,1,60,Highly Suitable
1,0,0,1,0,1,0,1,0,1,0,4,3,0,0,29,Suitable
0,0,1,0,1,1,1,1,0,0,1,0,4,2,1,71,Suitable
0,1,0,1,0,0,0,1,0,1,1,5,1,2,0,74,Suitable
0,1,1,0,1,0,0,1,0,1,1,5,3,3,1,71,Highly Suitable
1,1,0,0,0,0,1,1,1,0,1,1,8,3,0,80,Highly Suitable
1,1,1,0,0,0,0,0,1,0,0,3,1,3,1,46,Suitable
1,0,1,0,1,0,0,1,1,1,0,1,2,4,1,81,Suitable
1,0,0,0,1,1,1,0,1,0,1,4,3,0,0,77,Suitable
1,0,1,1,1,1,0,0,1,1,1,4,6,4,0,73,Highly Suitable
0,1,1,1,0,0,1,0,0,0,1,8,4,5,0,47,Highly Suitable
1,0,1,0,0,1,1,1,0,1,0,8,0,3,0,29,Highly Suitable
1,1,1,1,0,1,0,0,1,0,0,5,7,3,1,28,Highly Suitable
0,1,0,1,1,0,0,0,0,0,1,1,8,5,1,41,Suitable
0,1,0,1,1,0,0,0,0,1,0,8,1,3,2,59,Highly Suitable
0,0,0,1,0,0,1,0,0,0,0,6,0,0,1,44,Not Suitable
0,0,0,0,0,1,0,1,1,0,0,8,6,3,0,49,Suitable
0,1,1,0,0,1,1,0,1,0,1,3,1,5,1,99,Highly Suitable
0,0,0,1,1,1,0,0,1,0,1,6,2,2,0,60,Highly Suitable
0,1,0,1,1,0,0,0,0,0,1,3,6,1,2,30,Needs Improvement
0,1,1,1,0,0,1,0,0,0,1,5,2,2,1,25,Highly Suitable
1,1,0,0,1,1,0,0,0,0,0,6,8,2,0,76,Highly Suitable
0,0,1,0,0,0,0,0,0,0,0,8,3,1,2,30,Suitable
1,1,0,0,0,1,0,0,1,1,1,3,4,3,0,66,Highly Suitable
1,0,1,1,1,1,0,1,0,1,1,1,4,4,2,39,Highly Suitable
0,1,1,1,1,1,1,1,1,0,1,2,7,1,0,44,Highly Suitable
0,1,1,1,1,1,1,1,1,1,0,6,0,0,1,92,Highly Suitable
0,1,1,1,1,1,0,1,1,0,0,7,0,2,2,23,Highly Suitable
0,1,1,0,1,0,0,0,0,0,1,6,1,4,0,74,Suitable
1,1,1,1,1,1,0,0,1,0,1,3,6,5,1,20,Highly Suitable
1,0,0,0,1,1,1,1,0,0,1,2,2,1,1,43,Suitable
0,1,0,0,0,0,0,0,1,1,1,1,2,0,1,30,Not Suitable
0,1,0,1,0,0,1,1,0,0,0,4,0,5,2,25,Suitable
0,0,1,1,1,1,1,1,1,1,1,5,3,2,2,71,Highly Suitable
0,1,1,0,0,1,1,0,0,0,1,3,5,3,2,80,Highly Suitable
1,0,0,1,0,1,0,1,1,0,1,6,1,2,1,80,Highly Suitable
1,1,0,0,0,0,1,0,1,1,0,7,1,3,2,89,Highly Suitable
0,0,0,0,0,1,0,0,1,1,1,3,4,5,1,35,Needs Improvement
1,0,1,0,0,1,1,1,1,0,0,4,1,2,0,34,Suitable
1,0,0,1,0,1,1,0,1,0,0,6,6,2,1,36,Highly Suitable
0,0,1,0,1,1,0,1,0,1,1,2,4,1,2,24,Suitable
1,1,0,1,1,0,1,1,1,0,1,2,3,5,0,26,Highly Suitable
1,1,1,0,0,1,1,1,1,1,1,6,1,4,2,56,Highly Suitable
0,1,0,0,1,0,1,1,0,0,1,7,4,1,0,47,Suitable
0,1,0,0,1,1,0,0,0,1,1,2,0,0,2,63,Suitable
1,0,1,0,0,0,0,1,1,1,0,6,1,3,2,68,Highly Suitable
1,1,0,0,0,0,0,1,0,0,1,4,1,4,0,69,Suitable
1,1,0,0,1,0,0,1,0,1,1,1,8,4,2,35,Highly Suitable
0,0,0,0,1,1,0,0,0,0,0,1,8,2,0,30,Not Suitable
1,1,0,1,0,0,1,0,1,1,0,7,5,4,1,97,Highly Suitable
0,0,0,0,0,0,0,1,0,0,0,5,4,1,2,99,Suitable
0,1,1,1,0,1,1,0,1,1,0,8,3,0,2,54,Highly Suitable
0,1,0,1,0,1,1,1,0,0,0,4,1,4,0,90,Highly Suitable
0,1,0,1,1,1,0,0,1,0,0,6,3,3,0,35,Suitable
1,1,0,1,1,1,0,0,0,1,1,2,5,5,2,88,Highly Suitable
1,1,0,1,0,0,0,0,1,1,0,5,3,5,2,73,Highly Suitable
0,1,1,1,1,1,1,0,1,0,1,6,5,0,2,30,Highly Suitable
0,0,0,0,0,1,1,0,1,0,1,7,8,5,2,88,Highly Suitable
1,0,0,0,1,1,0,0,1,0,0,2,1,2,0,85,Suitable
0,1,1,1,0,1,0,1,0,0,1,4,7,2,1,47,Highly Suitable
1,0,1,0,1,1,0,1,0,1,1,4,5,0,0,64,Highly Suitable
1,1,0,0,1,1,0,0,0,1,0,7,0,1,2,52,Highly Suitable
1,1,1,1,1,1,0,1,0,1,1,2,2,2,2,75,Highly Suitable
1,0,0,0,1,0,0,1,1,1,0,2,3,3,2,54,Suitable
1,1,1,0,1,1,1,0,0,0,0,2,2,2,2,21,Suitable
0,1,1,0,1,1,1,1,1,0,1,3,2,5,2,43,Highly Suitable
1,0,1,0,1,0,1,0,0,0,0,3,1,1,1,24,Needs Improvement
0,0,1,0,0,0,0,1,1,1,0,3,5,3,1,27,Suitable
1,0,1,0,1,1,1,1,1,0,1,0,2,0,0,26,Suitable
0,1,1,1,0,1,0,1,1,1,1,4,1,0,2,21,Highly Suitable
0,1,1,1,1,0,1,0,1,0,0,2,1,0,2,44,Suitable
1,0,0,1,1,1,0,0,0,0,0,6,8,5,1,91,Highly Suitable
1,1,0,1,0,1,1,0,0,1,0,4,0,4,0,44,Highly Suitable
1,0,0,1,1,1,1,1,0,0,0,2,3,4,2,21,Highly Suitable
1,1,1,0,1,1,0,0,0,0,0,4,0,5,0,55,Suitable
1,0,0,0,0,0,1,1,1,0,1,2,6,4,1,61,Suitable
0,1,0,1,0,1,0,0,1,1,0,7,3,2,1,46,Highly Suitable
1,0,1,0,1,1,0,1,0,1,0,7,2,1,0,92,Highly Suitable
0,1,0,1,0,0,1,0,0,0,0,6,3,3,2,71,Suitable
0,0,0,1,1,0,0,0,0,0,0,1,4,1,2,96,Needs Improvement
0,0,1,0,0,0,1,1,0,1,1,7,2,1,0,89,Suitable
0,0,0,0,1,0,1,0,0,0,0,3,6,3,0,65,Suitable
1,0,1,0,1,0,0,0,0,1,1,1,5,0,1,30,Needs Improvement
0,0,1,1,0,1,0,1,1,1,0,4,7,5,1,53,Highly Suitable
0,0,0,1,0,1,1,1,0,0,1,4,2,0,1,36,Needs Improvement
1,1,1,1,1,1,1,1,0,0,1,6,8,3,2,88,Highly Suitable
0,1,0,1,0,0,0,1,0,0,0,5,8,3,0,34,Suitable
1,1,0,1,1,0,1,0,0,0,0,2,1,5,2,38,Highly Suitable
0,1,1,0,0,0,1,0,0,0,1,2,1,1,0,21,Needs Improvement
1,0,0,1,0,1,1,1,1,1,0,4,1,1,0,24,Highly Suitable
0,0,0,1,1,1,1,1,0,1,0,4,1,4,1,36,Suitable
1,0,0,1,0,0,1,1,1,1,1,2,0,2,2,74,Suitable
1,0,0,0,1,1,0,0,1,0,0,1,3,4,0,59,Needs Improvement
0,0,0,1,0,0,1,0,0,1,0,4,0,2,1,70,Suitable
0,1,1,1,0,0,1,1,0,0,0,6,7,4,0,57,Highly Suitable
0,1,0,0,0,0,0,0,1,1,0,5,4,2,2,75,Suitable
1,0,0,0,0,1,0,0,0,1,0,7,1,3,1,41,Suitable
0,0,1,1,1,0,0,0,1,1,1,4,7,5,0,35,Highly Suitable
1,0,1,1,1,1,0,1,1,1,1,1,6,4,1,53,Highly Suitable
0,0,0,0,0,1,1,0,1,0,0,6,7,5,0,64,Highly Suitable
1,1,0,0,0,0,1,1,0,1,1,1,5,2,2,82,Highly Suitable
1,0,1,1,0,0,1,0,0,1,0,6,0,2,1,80,Highly Suitable
0,0,0,1,1,1,0,0,0,0,1,6,1,2,2,77,Highly Suitable
0,1,0,0,0,1,1,1,0,0,1,6,7,3,2,40,Highly Suitable
1,1,0,0,0,0,1,1,0,0,1,2,7,2,0,72,Highly Suitable
0,1,0,1,0,0,0,0,1,0,1,3,5,1,0,93,Suitable
1,1,0,1,1,0,1,1,1,1,1,5,8,3,2,62,Highly Suitable
0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,22,Suitable
1,0,1,0,1,0,1,1,0,0,1,8,6,0,0,80,Highly Suitable
1,1,1,1,0,1,0,1,1,1,1,6,3,0,1,24,Highly Suitable
0,0,1,1,1,0,1,0,1,0,1,0,6,1,2,69,Suitable
1,1,0,1,0,0,0,0,1,1,0,5,3,0,0,23,Suitable
0,0,0,0,1,0,0,1,1,0,0,3,4,1,2,51,Needs Improvement
1,0,1,0,0,0,0,0,1,0,0,2,4,2,0,31,Not Suitable
1,1,0,1,0,1,0,1,0,1,0,3,6,3,1,77,Highly Suitable
0,1,0,0,0,0,1,1,1,0,0,8,4,0,0,97,Suitable
0,0,0,1,0,0,0,1,0,0,0,2,4,2,1,45,Not Suitable
1,1,1,1,1,1,0,1,0,0,1,6,1,4,2,59,Highly Suitable
0,1,1,1,1,1,1,0,1,1,0,5,5,5,0,77,Highly Suitable
0,1,1,1,1,1,0,0,0,1,1,2,5,1,0,47,Highly Suitable
1,0,1,0,0,1,0,1,0,1,1,3,8,0,1,56,Highly Suitable
0,0,0,1,0,1,1,1,1,0,0,0,7,3,0,55,Suitable
0,0,1,0,1,1,0,0,1,0,0,7,4,1,1,24,Highly Suitable
0,1,0,0,1,0,1,1,1,1,1,6,1,4,1,83,Highly Suitable
0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,75,Suitable
0,0,0,1,0,0,1,0,0,0,1,1,4,2,2,98,Suitable
1,0,0,1,0,0,1,0,1,1,0,8,8,1,2,81,Highly Suitable
1,1,1,0,0,1,1,0,1,0,0,1,1,3,0,47,Suitable
0,1,1,0,1,0,1,0,1,1,1,2,8,0,0,48,Highly Suitable
1,1,0,1,0,0,1,1,0,1,0,2,7,0,2,34,Highly Suitable
0,1,0,1,0,1,1,1,1,0,0,5,6,1,0,70,Highly Suitable
1,1,0,1,1,1,0,0,1,1,0,4,3,3,0,96,Highly Suitable
1,1,0,0,0,0,0,0,0,0,1,3,1,4,0,55,Needs Improvement
1,1,1,0,0,1,1,0,0,0,1,4,4,5,0,32,Highly Suitable
1,1,0,0,1,0,0,0,1,1,0,0,7,3,1,22,Suitable
1,0,0,0,1,1,0,1,0,1,0,0,0,4,2,57,Suitable
0,0,0,0,1,1,1,1,1,1,1,4,5,3,0,65,Highly Suitable
1,1,0,1,0,0,1,0,0,1,1,0,3,4,2,75,Highly Suitable
0,0,0,1,0,1,1,0,1,1,1,6,6,2,1,44,Highly Suitable
1,0,1,1,1,1,0,0,1,0,1,2,8,2,2,91,Highly Suitable
1,1,1,0,1,0,1,0,0,1,0,0,7,2,0,75,Highly Suitable
0,0,1,0,1,1,0,0,1,0,0,6,1,2,0,24,Suitable
1,0,1,1,1,0,1,1,1,0,1,5,2,5,0,52,Highly Suitable
1,0,1,1,0,1,1,0,1,1,0,2,8,3,2,60,Highly Suitable
1,1,1,1,1,1,1,1,0,0,1,1,2,4,1,51,Highly Suitable
1,0,1,0,1,0,1,0,1,1,0,1,0,2,2,33,Suitable
0,1,1,1,0,0,0,0,0,1,0,3,2,2,2,59,Suitable
1,0,0,0,0,0,0,0,0,0,0,7,0,4,1,70,Needs Improvement
0,1,1,1,0,0,1,1,0,1,0,0,2,1,2,50,Suitable
0,1,1,1,1,0,1,1,1,1,1,1,7,3,1,38,Highly Suitable
1,1,0,1,0,1,0,1,0,1,0,7,7,2,0,40,Highly Suitable
0,1,1,0,0,0,1,1,1,0,1,4,6,0,2,81,Highly Suitable
1,0,1,0,1,1,1,0,0,0,0,3,1,5,0,83,Highly Suitable
1,0,0,0,0,1,1,0,0,1,0,0,1,3,1,97,Highly Suitable
0,0,1,0,1,1,0,0,0,1,1,7,4,1,0,40,Suitable
0,0,0,0,0,0,0,0,1,1,0,5,2,5,2,87,Suitable
0,0,1,1,1,0,0,1,1,1,0,1,2,4,1,32,Needs Improvement
1,0,0,1,0,0,1,1,1,1,0,2,4,0,2,93,Highly Suitable
1,1,0,0,1,1,0,0,1,1,1,3,5,0,0,46,Highly Suitable
1,0,0,1,0,0,1,0,1,0,1,2,4,5,0,33,Needs Improvement
1,0,1,1,1,1,0,0,0,0,0,8,6,5,2,22,Highly Suitable
1,0,1,1,0,1,1,0,0,1,0,5,5,1,1,75,Highly Suitable
0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,56,Not Suitable
1,1,0,1,0,1,1,0,0,0,1,8,3,3,2,65,Highly Suitable
1,1,1,1,0,1,1,0,0,1,1,7,4,0,0,37,Highly Suitable
0,1,0,0,1,0,0,0,1,1,0,0,7,0,1,55,Suitable
1,1,0,0,1,1,1,0,1,1,1,0,3,1,1,43,Highly Suitable
0,1,0,1,0,1,1,0,0,1,1,6,0,0,2,69,Highly Suitable
1,1,1,0,1,1,0,0,0,1,1,1,3,4,1,63,Highly Suitable
1,0,1,1,1,1,0,0,1,1,1,2,7,3,0,76,Highly Suitable
1,0,1,1,0,1,0,0,1,1,0,7,2,2,1,53,Highly Suitable
0,0,0,0,0,0,0,0,0,1,1,0,8,5,0,27,Not Suitable
1,0,1,0,0,1,0,0,1,0,0,3,3,2,2,67,Highly Suitable
0,1,1,0,0,1,1,1,1,1,1,4,0,1,1,25,Suitable
0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,84,Suitable
1,0,0,1,1,1,1,0,1,0,1,3,5,1,1,60,Highly Suitable
0,1,1,1,0,1,0,1,1,0,1,6,3,4,0,88,Highly Suitable
1,0,1,1,1,1,0,0,1,1,0,7,3,1,1,21,Highly Suitable
0,1,1,1,0,0,0,1,0,0,0,2,8,4,1,74,Highly Suitable
0,1,0,1,0,1,1,0,0,0,1,7,6,5,1,75,Highly Suitable
1,0,0,0,0,0,1,1,1,1,1,2,8,5,2,55,Highly Suitable
0,1,1,1,0,1,1,1,1,1,0,2,0,5,2,46,Highly Suitable
1,1,0,1,1,0,0,1,1,1,1,3,2,2,1,97,Highly Suitable
0,1,0,0,0,0,0,0,0,0,1,0,5,1,1,93,Needs Improvement
1,0,1,1,0,0,1,1,1,1,0,2,4,5,2,34,Highly Suitable
0,0,0,1,0,1,1,1,0,1,0,6,1,5,2,60,Highly Suitable
0,0,0,0,1,0,0,1,1,0,1,2,7,2,0,45,Suitable
0,0,0,1,0,1,0,0,0,1,1,6,3,5,1,81,Highly Suitable
0,1,0,1,1,1,1,1,1,1,0,3,1,2,1,77,Highly Suitable
0,1,0,0,1,1,0,1,1,0,1,7,6,5,0,23,Highly Suitable
1,0,1,0,1,1,1,1,1,1,1,6,4,0,1,82,Highly Suitable
1,0,1,1,1,0,0,0,0,1,0,8,0,5,0,68,Highly Suitable
1,1,0,0,0,1,0,0,1,0,1,2,5,2,1,47,Highly Suitable
0,0,0,0,0,1,1,0,0,1,1,0,3,5,2,51,Needs Improvement
1,0,1,1,0,1,0,0,0,1,0,0,8,4,0,32,Highly Suitable
1,0,1,1,1,0,1,1,1,0,0,4,7,3,1,74,Highly Suitable
0,1,1,1,1,0,1,0,1,1,1,8,1,3,0,93,Highly Suitable
1,0,1,1,1,0,1,1,0,0,0,8,2,1,1,95,Highly Suitable
0,0,1,1,0,0,1,1,1,1,1,2,0,2,2,92,Highly Suitable
1,0,1,0,1,1,1,0,1,1,1,8,8,5,2,30,Highly Suitable
1,0,1,0,0,0,0,0,0,1,0,0,6,3,0,100,Suitable
1,0,1,1,0,1,0,1,1,1,1,5,2,1,1,86,Highly Suitable
1,1,1,1,0,1,0,0,1,0,1,6,2,1,1,28,Highly Suitable
1,0,0,0,1,1,0,0,1,0,0,5,8,1,1,100,Highly Suitable
0,1,1,1,1,1,1,1,0,0,0,1,3,2,0,53,Highly Suitable
0,0,1,1,1,1,0,0,0,0,0,1,2,1,0,80,Needs Improvement
1,0,0,0,1,1,1,1,1,0,0,8,6,3,1,80,Highly Suitable
1,1,0,0,0,1,0,1,1,1,1,1,8,3,2,64,Highly Suitable
0,1,1,1,1,0,0,1,1,0,0,3,7,2,2,44,Highly Suitable
1,1,0,1,1,0,1,0,1,1,1,0,4,2,2,27,Highly Suitable
0,1,1,1,0,1,0,0,1,0,0,2,2,0,1,35,Needs Improvement
1,0,1,0,1,0,0,1,1,0,1,8,0,5,1,73,Highly Suitable
0,0,0,1,0,0,1,0,1,0,1,2,0,2,1,91,Suitable
0,1,1,0,1,0,0,0,0,0,0,5,0,1,0,47,Suitable
1,1,0,0,1,0,0,1,0,1,1,2,4,1,2,60,Highly Suitable
0,0,1,0,0,1,1,1,1,0,1,5,5,2,2,86,Highly Suitable
0,0,1,0,0,1,1,1,0,1,1,1,8,1,1,47,Suitable
1,0,0,0,1,0,1,1,1,1,0,5,1,5,1,21,Suitable
1,1,1,1,0,0,1,1,0,1,0,0,7,4,1,95,Highly Suitable
1,1,1,0,1,1,1,1,1,1,0,3,8,0,1,74,Highly Suitable
1,0,0,0,1,0,0,0,1,0,0,4,2,2,1,70,Needs Improvement
1,0,0,0,0,1,1,0,0,0,0,6,1,5,0,39,Suitable
1,0,1,0,1,0,1,1,0,1,1,7,3,0,1,36,Highly Suitable
0,1,1,1,1,1,0,1,1,0,0,2,3,2,1,63,Highly Suitable
0,1,0,0,0,1,0,0,0,1,1,1,5,3,2,43,Suitable
0,1,1,1,1,0,1,1,0,0,1,8,1,3,0,64,Highly Suitable
1,0,0,1,0,1,1,0,1,1,1,0,4,3,1,34,Highly Suitable
1,1,1,1,1,0,0,1,1,0,0,0,5,5,2,53,Highly Suitable
1,1,0,1,1,0,0,1,1,1,0,5,4,3,1,57,Highly Suitable
1,0,1,1,1,0,1,1,1,0,0,5,0,4,2,70,Highly Suitable
0,0,0,0,0,1,1,1,1,1,0,8,7,0,0,61,Highly Suitable
